dsgdb9nsd_000054	CC(C)(C)C
dsgdb9nsd_001697	CC1(CCC1)C#C
dsgdb9nsd_001698	CC1(CCC1)C#N
dsgdb9nsd_001699	CC1(CCN1)C#N
dsgdb9nsd_001700	CC1(CCO1)C#C
dsgdb9nsd_001702	CC1(COC1)C#C
dsgdb9nsd_001704	NC1(CCC1)C#N
dsgdb9nsd_001707	OC1(CCC1)C#C
dsgdb9nsd_001712	CC1(CCC1)C=O
dsgdb9nsd_001713	CC1(CCO1)C=O
dsgdb9nsd_001714	CC1(COC1)C=O
dsgdb9nsd_001715	OC1(CCC1)C=O
dsgdb9nsd_001717	CC1(CO)CCC1
dsgdb9nsd_001718	CC1(CO)CCO1
dsgdb9nsd_001719	CC1(CO)COC1
dsgdb9nsd_001720	CCC1(C)CCC1
dsgdb9nsd_001721	CCC1(C)CCO1
dsgdb9nsd_001722	CCC1(C)COC1
dsgdb9nsd_001723	CCC1(O)CCC1
dsgdb9nsd_001724	CCC1(O)COC1
dsgdb9nsd_001725	COC1(C)CCC1
dsgdb9nsd_001726	COC1(C)COC1
dsgdb9nsd_001727	OCC1(O)CCC1
dsgdb9nsd_001728	OCC1(O)COC1
dsgdb9nsd_001729	CC#CC1(C)CC1
dsgdb9nsd_001730	CC#CC1(C)CN1
dsgdb9nsd_001731	CC#CC1(C)CO1
dsgdb9nsd_001732	CC#CC1(O)CC1
dsgdb9nsd_001733	CC1(CC#C)CC1
dsgdb9nsd_001734	CC1(CC#C)CN1
dsgdb9nsd_001735	CC1(CC#C)CO1
dsgdb9nsd_001736	CC1(CC#N)CC1
dsgdb9nsd_001737	CC1(CC#N)CN1
dsgdb9nsd_001739	OC1(CC#C)CC1
dsgdb9nsd_001741	CC1(CC1)NC=O
dsgdb9nsd_001742	CC1(CC1)OC=O
dsgdb9nsd_001743	CC1(CC=O)CC1
dsgdb9nsd_001744	CC1(CC=O)CN1
dsgdb9nsd_001745	CC1(CC=O)CO1
dsgdb9nsd_001746	OC1(CC=O)CC1
dsgdb9nsd_001747	CC1(CCO)CC1
dsgdb9nsd_001748	CC1(CCO)CO1
dsgdb9nsd_001749	CCCC1(C)CC1
dsgdb9nsd_001750	CCCC1(C)CO1
dsgdb9nsd_001751	CCCC1(O)CC1
dsgdb9nsd_001752	CCOC1(C)CC1
dsgdb9nsd_001753	COCC1(C)CC1
dsgdb9nsd_001754	COCC1(C)CN1
dsgdb9nsd_001755	COCC1(C)CO1
dsgdb9nsd_001756	COCC1(O)CC1
dsgdb9nsd_001757	OCCC1(O)CC1
dsgdb9nsd_001758	CC1(CC1O)C#C
dsgdb9nsd_001760	CC1CC1(C)C#C
dsgdb9nsd_001761	CC1CC1(C)C#N
dsgdb9nsd_001762	CC1CC1(N)C#N
dsgdb9nsd_001763	CC1CC1(O)C#C
dsgdb9nsd_001765	CC1NC1(C)C#C
dsgdb9nsd_001766	CC1NC1(C)C#N
dsgdb9nsd_001767	CC1OC1(C)C#C
dsgdb9nsd_001769	CN1CC1(C)C#C
dsgdb9nsd_001770	CN1CC1(C)C#N
dsgdb9nsd_001776	CC1(CC1O)C=O
dsgdb9nsd_001777	CC1CC1(C)C=O
dsgdb9nsd_001778	CC1CC1(O)C=O
dsgdb9nsd_001779	CC1NC1(C)C=O
dsgdb9nsd_001780	CC1OC1(C)C=O
dsgdb9nsd_001781	CN1CC1(C)C=O
dsgdb9nsd_001783	CC1(CO)CC1O
dsgdb9nsd_001784	CC1CC1(C)CO
dsgdb9nsd_001785	CC1CC1(O)CO
dsgdb9nsd_001786	CC1NC1(C)CO
dsgdb9nsd_001787	CC1OC1(C)CO
dsgdb9nsd_001788	CCC1(C)CC1C
dsgdb9nsd_001789	CCC1(C)CC1O
dsgdb9nsd_001790	CCC1(C)CN1C
dsgdb9nsd_001791	CCC1(C)OC1C
dsgdb9nsd_001792	CCC1(O)CC1C
dsgdb9nsd_001793	CCC1(O)CC1O
dsgdb9nsd_001794	CN1CC1(C)CO
dsgdb9nsd_001795	COC1(C)CC1C
dsgdb9nsd_001796	COC1(C)CC1O
dsgdb9nsd_001797	OCC1(O)CC1O
dsgdb9nsd_001798	CC(=O)C1(C)CC1
dsgdb9nsd_001799	CC(=O)C1(C)CN1
dsgdb9nsd_001800	CC(=O)C1(C)CO1
dsgdb9nsd_001801	CC(=O)C1(O)CC1
dsgdb9nsd_001802	CC1(CC1)C(N)=O
dsgdb9nsd_001803	CC1(CN1)C(N)=O
dsgdb9nsd_001807	CC(C)C1(C)CC1
dsgdb9nsd_001808	CC(C)C1(C)CO1
dsgdb9nsd_001809	CC(C)C1(O)CC1
dsgdb9nsd_001810	CC(O)C1(C)CC1
dsgdb9nsd_001811	CC(O)C1(C)CN1
dsgdb9nsd_001812	CC(O)C1(C)CO1
dsgdb9nsd_001813	CC(O)C1(O)CC1
dsgdb9nsd_001814	CC(C)(C)C1CC1
dsgdb9nsd_001815	CC(C)(C)C1CO1
dsgdb9nsd_001816	CC(C)(O)C1CC1
dsgdb9nsd_001817	CC(C)(O)C1CN1
dsgdb9nsd_001818	CC(C)(O)C1CO1
dsgdb9nsd_001838	CC1=CC(=O)CC1
dsgdb9nsd_001845	CC1=CCC(=O)C1
dsgdb9nsd_001852	CC1CC(=O)C=C1
dsgdb9nsd_001857	CC1CC(C)C=C1
dsgdb9nsd_001858	CC1CC(O)C=C1
dsgdb9nsd_001859	CC1OC(C)C=C1
dsgdb9nsd_001860	OC1CC(O)C=C1
dsgdb9nsd_001861	CC1=CCC(O)C1
dsgdb9nsd_001862	CC1CC=C(C)C1
dsgdb9nsd_001863	CC1CN=C(C)O1
dsgdb9nsd_001864	CC1CC(=O)CO1
dsgdb9nsd_001865	CC1CCC(=N)O1
dsgdb9nsd_001866	CC1CCC(=O)C1
dsgdb9nsd_001867	CC1CCC(=O)N1
dsgdb9nsd_001868	CC1CCC(=O)O1
dsgdb9nsd_001869	CC1CNC(=O)C1
dsgdb9nsd_001870	CC1CNC(=O)N1
dsgdb9nsd_001872	CC1COC(=N)C1
dsgdb9nsd_001874	CC1COC(=O)C1
dsgdb9nsd_001879	CN1CCC(=O)C1
dsgdb9nsd_001880	OC1CCC(=O)C1
dsgdb9nsd_001884	CC1=CC(O)CC1
dsgdb9nsd_001885	CC1CCC(C)=C1
dsgdb9nsd_001886	CC1COC(C)=N1
dsgdb9nsd_001887	CC1OCC(C)=C1
dsgdb9nsd_001888	CC1CC(O)CO1
dsgdb9nsd_001889	CC1CCC(C)C1
dsgdb9nsd_001890	CC1CCC(C)O1
dsgdb9nsd_001891	CC1CCC(O)C1
dsgdb9nsd_001892	CC1COC(C)C1
dsgdb9nsd_001893	CC1COC(C)O1
dsgdb9nsd_001894	OC1CCC(O)C1
dsgdb9nsd_001895	CC12CC(C1)C2O
dsgdb9nsd_001896	CC12CC(O1)C2O
dsgdb9nsd_001897	CC1C2CC1(C)C2
dsgdb9nsd_001898	CC1C2CC1(C)O2
dsgdb9nsd_001899	CC1C2CC1(O)C2
dsgdb9nsd_001900	CC1N2CC1(C)C2
dsgdb9nsd_001901	CC1N2CC1(O)C2
dsgdb9nsd_001902	OC1C2CC1(O)C2
dsgdb9nsd_001906	CC12CC1C(=O)C2
dsgdb9nsd_001911	CC12CC(O)C1N2
dsgdb9nsd_001912	CC12CC(O)C1O2
dsgdb9nsd_001913	CC12CC1C(O)C2
dsgdb9nsd_001914	CC1CC2(C)CC12
dsgdb9nsd_001915	CC1CC2(C)OC12
dsgdb9nsd_001916	CC1CC2(O)CC12
dsgdb9nsd_001917	CC1OC2(C)CC12
dsgdb9nsd_001918	CN1CC2(O)CC12
dsgdb9nsd_001919	OC1CC2(O)CC12
dsgdb9nsd_001920	CC12CC(C1)C=C2
dsgdb9nsd_001921	CC12CC(O1)C=C2
dsgdb9nsd_001922	OC12CC(C1)C=C2
dsgdb9nsd_001923	CC12CC(C1)CC2
dsgdb9nsd_001924	CC12CC(C1)CO2
dsgdb9nsd_001925	CC12CC(C1)OC2
dsgdb9nsd_001926	CC12CC(CC1)O2
dsgdb9nsd_001927	OC12CC(C1)CC2
dsgdb9nsd_001928	OC12CC(C1)OC2
dsgdb9nsd_001929	CC12CC1(C)CC2
dsgdb9nsd_001930	CC12CC1(C)OC2
dsgdb9nsd_001931	CC12CC1(O)CC2
dsgdb9nsd_001932	CC12CC1(O)CO2
dsgdb9nsd_001933	CC12CCC1(C)N2
dsgdb9nsd_001934	CC12CCC1(C)O2
dsgdb9nsd_001935	OC12CC1(O)CC2
dsgdb9nsd_001948	CC1CC(C1)C#C
dsgdb9nsd_001949	CC1CC(C1)C#N
dsgdb9nsd_001950	CC1CC(N1)C#N
dsgdb9nsd_001951	CC1CC(O1)C#C
dsgdb9nsd_001953	CN1CC(C1)C#N
dsgdb9nsd_001954	OC1CC(C1)C#C
dsgdb9nsd_001956	CC1CC(C1)C=O
dsgdb9nsd_001957	CC1CC(O1)C=O
dsgdb9nsd_001958	CC1CN(C1)C=O
dsgdb9nsd_001959	OC1CC(C1)C=O
dsgdb9nsd_001961	CN=C1CC(C)O1
dsgdb9nsd_001962	CCC1CC(=N)O1
dsgdb9nsd_001963	CCC1CC(=O)C1
dsgdb9nsd_001964	CCC1CC(=O)N1
dsgdb9nsd_001965	CCC1CC(=O)O1
dsgdb9nsd_001966	CCN1CC(=O)C1
dsgdb9nsd_001967	COC1CC(=O)C1
dsgdb9nsd_001969	OCC1CC(=O)C1
dsgdb9nsd_001972	CC1CC(CO)C1
dsgdb9nsd_001973	CC1CC(CO)O1
dsgdb9nsd_001974	CCC1CC(C)C1
dsgdb9nsd_001975	CCC1CC(C)O1
dsgdb9nsd_001976	CCC1CC(O)C1
dsgdb9nsd_001977	COC1CC(C)C1
dsgdb9nsd_001978	COC1CC(O)C1
dsgdb9nsd_001979	COC1CN(C)C1
dsgdb9nsd_001980	OCC1CC(O)C1
dsgdb9nsd_001981	CC(=N)OC1CC1
dsgdb9nsd_001982	CC(=O)CC1CC1
dsgdb9nsd_001983	CC(=O)CC1CN1
dsgdb9nsd_001984	CC(=O)CC1CO1
dsgdb9nsd_001985	CC(=O)CN1CC1
dsgdb9nsd_001986	CC(=O)NC1CC1
dsgdb9nsd_001987	CC(=O)OC1CC1
dsgdb9nsd_001988	NC(=O)CC1CC1
dsgdb9nsd_001989	NC(=O)CC1CN1
dsgdb9nsd_001991	NC(=O)CN1CC1
dsgdb9nsd_001992	NC(=O)NC1CC1
dsgdb9nsd_001995	CC(C)CC1CC1
dsgdb9nsd_001996	CC(C)CC1CO1
dsgdb9nsd_001997	CC(C)CN1CC1
dsgdb9nsd_001998	CC(C)OC1CC1
dsgdb9nsd_001999	CC(O)CC1CC1
dsgdb9nsd_002000	CC(O)CC1CO1
dsgdb9nsd_002001	CC(O)CN1CC1
dsgdb9nsd_002002	C#CC12CC(C1)C2
dsgdb9nsd_002009	O=CC12CC(C1)C2
dsgdb9nsd_002012	CCC12CC(C1)C2
dsgdb9nsd_002013	CCC12CC(C1)O2
dsgdb9nsd_002014	CCC12CN(C1)C2
dsgdb9nsd_002015	COC12CC(C1)C2
dsgdb9nsd_002016	COC12CN(C1)C2
dsgdb9nsd_002017	OCC12CC(C1)C2
dsgdb9nsd_002018	OCC12CC(C1)O2
dsgdb9nsd_002019	OCC12CN(C1)C2
dsgdb9nsd_002021	O=C1CC2(CC2)C1
dsgdb9nsd_002026	CC1CC2(CC2)C1
dsgdb9nsd_002027	CC1CC2(CC2)O1
dsgdb9nsd_002028	CC1CC2(CO2)C1
dsgdb9nsd_002029	CN1CC2(CN2)C1
dsgdb9nsd_002030	CN1CC2(CO2)C1
dsgdb9nsd_002031	OC1CC2(CC2)C1
dsgdb9nsd_002032	OC1CC2(CN2)C1
dsgdb9nsd_002033	OC1CC2(CO2)C1
dsgdb9nsd_002034	CC1(C)CC2CC12
dsgdb9nsd_002035	CC1(C)CC2NC12
dsgdb9nsd_002036	CC1(C)CC2OC12
dsgdb9nsd_002037	CC1(C)CN2CC12
dsgdb9nsd_002038	CC1(C)OC2CC12
dsgdb9nsd_002039	CC1(O)CC2CC12
dsgdb9nsd_002040	CC1(O)CC2NC12
dsgdb9nsd_002041	CC1(O)CC2OC12
dsgdb9nsd_002042	CC1(O)CN2CC12
dsgdb9nsd_002043	CC1(C)C2CC1C2
dsgdb9nsd_002044	CC1(C)C2CC1O2
dsgdb9nsd_002045	CC1(O)C2CC1C2
dsgdb9nsd_002046	CC1(O)C2CC1O2
dsgdb9nsd_002047	CC1(C)C2CCC12
dsgdb9nsd_002048	CC1(C)C2COC12
dsgdb9nsd_002049	CC1(O)C2CCC12
dsgdb9nsd_002050	CC1(O)C2COC12
dsgdb9nsd_002054	O=C1CCC=CC1
dsgdb9nsd_002060	O=C1CCCC=C1
dsgdb9nsd_002066	N=C1CCCCO1
dsgdb9nsd_002068	N=C1CNCCO1
dsgdb9nsd_002071	O=C1CCCCC1
dsgdb9nsd_002072	O=C1CCCCN1
dsgdb9nsd_002073	O=C1CCCCO1
dsgdb9nsd_002074	O=C1CCCNC1
dsgdb9nsd_002075	O=C1CCCOC1
dsgdb9nsd_002076	O=C1CCOCC1
dsgdb9nsd_002078	O=C1CNCCN1
dsgdb9nsd_002083	O=C1NCCCN1
dsgdb9nsd_002086	CC1=CCCCC1
dsgdb9nsd_002087	CC1=CCCOC1
dsgdb9nsd_002088	CC1=CCOCC1
dsgdb9nsd_002089	CC1=NCCCO1
dsgdb9nsd_002090	CC1CC=CCO1
dsgdb9nsd_002091	CC1CCC=CC1
dsgdb9nsd_002092	CC1CCN=CO1
dsgdb9nsd_002093	CC1COC=NC1
dsgdb9nsd_002094	OC1CCC=CC1
dsgdb9nsd_002096	CC1CCCC=C1
dsgdb9nsd_002097	CC1CCOC=N1
dsgdb9nsd_002098	CC1COCC=C1
dsgdb9nsd_002099	CC1OCCC=C1
dsgdb9nsd_002100	OC1CCCC=C1
dsgdb9nsd_002101	OC1COCC=C1
dsgdb9nsd_002102	CC1CCCCC1
dsgdb9nsd_002103	CC1CCCCO1
dsgdb9nsd_002104	CC1CCCOC1
dsgdb9nsd_002105	CC1CCOCC1
dsgdb9nsd_002106	CC1CCOCO1
dsgdb9nsd_002107	CC1COCCO1
dsgdb9nsd_002108	CC1COCOC1
dsgdb9nsd_002109	CC1OCCCO1
dsgdb9nsd_002110	OC1CCCCC1
dsgdb9nsd_002111	OC1CCCOC1
dsgdb9nsd_002112	OC1CCOCC1
dsgdb9nsd_002113	OC1COCOC1
dsgdb9nsd_002127	CC1=C(C)CCC1
dsgdb9nsd_002128	CC1=C(C)COC1
dsgdb9nsd_002129	CC1=CCCC1=O
dsgdb9nsd_002134	CC1C=CCC1=O
dsgdb9nsd_002144	CC1CC=CC1=O
dsgdb9nsd_002147	CC1C=CCC1O
dsgdb9nsd_002148	CC1CC=CC1C
dsgdb9nsd_002149	CC1CC=CC1O
dsgdb9nsd_002150	CC1OC=NC1C
dsgdb9nsd_002151	OC1CC=CC1O
dsgdb9nsd_002152	CC1=CCCC1O
dsgdb9nsd_002153	CC1CCC=C1C
dsgdb9nsd_002154	CC1OCC=C1C
dsgdb9nsd_002155	CC1CCCC1=O
dsgdb9nsd_002156	CC1CCNC1=O
dsgdb9nsd_002157	CC1CCOC1=N
dsgdb9nsd_002158	CC1CCOC1=O
dsgdb9nsd_002159	CC1COCC1=O
dsgdb9nsd_002160	CC1OCCC1=O
dsgdb9nsd_002163	CN1CCCC1=O
dsgdb9nsd_002164	CN1CCNC1=O
dsgdb9nsd_002167	OC1CCCC1=O
dsgdb9nsd_002173	CC1CCCC1C
dsgdb9nsd_002174	CC1CCCC1O
dsgdb9nsd_002175	CC1CCOC1C
dsgdb9nsd_002176	CC1COCC1C
dsgdb9nsd_002177	CC1COCC1O
dsgdb9nsd_002178	CC1OCCC1O
dsgdb9nsd_002179	CC1OCOC1C
dsgdb9nsd_002180	OC1CCCC1O
dsgdb9nsd_002181	OC1COCC1O
dsgdb9nsd_002182	CC1C(O)CC1=O
dsgdb9nsd_002183	CC1CC(=O)C1C
dsgdb9nsd_002184	CC1CC(=O)C1O
dsgdb9nsd_002185	CC1CC(=O)N1C
dsgdb9nsd_002186	CC1N(C)CC1=O
dsgdb9nsd_002187	CC1NC(=O)C1C
dsgdb9nsd_002189	CC1OC(=N)C1C
dsgdb9nsd_002190	CC1OC(=N)C1N
dsgdb9nsd_002192	CC1OC(=O)C1C
dsgdb9nsd_002196	CC1CC(C)C1=O
dsgdb9nsd_002197	CC1CC(O)C1=O
dsgdb9nsd_002198	CC1CN(C)C1=O
dsgdb9nsd_002199	CC1NC(C)C1=O
dsgdb9nsd_002200	CC1OC(C)C1=O
dsgdb9nsd_002203	CC1C(O)CC1O
dsgdb9nsd_002204	CC1CC(C)C1C
dsgdb9nsd_002205	CC1CC(C)C1O
dsgdb9nsd_002206	CC1CC(O)C1C
dsgdb9nsd_002207	CC1CC(O)C1O
dsgdb9nsd_002208	CC1OC(C)C1C
dsgdb9nsd_002209	CC1OC(C)C1O
dsgdb9nsd_002210	OC1CC(O)C1O
dsgdb9nsd_002211	CC12CCC1CC2
dsgdb9nsd_002212	CC12CCC1CO2
dsgdb9nsd_002213	CC12CCC1OC2
dsgdb9nsd_002214	CC12COC1CO2
dsgdb9nsd_002215	OC12CCC1CC2
dsgdb9nsd_002216	OC12CCC1OC2
dsgdb9nsd_002217	CC12CCC1C2O
dsgdb9nsd_002218	CC12COC1C2O
dsgdb9nsd_002219	CC12OCC1C2O
dsgdb9nsd_002220	CC1C2CCC12C
dsgdb9nsd_002221	CC1C2CCC12O
dsgdb9nsd_002222	CC1C2COC12C
dsgdb9nsd_002223	CC1C2OCC12C
dsgdb9nsd_002224	CC1C2OCC12O
dsgdb9nsd_002225	OC1C2CCC12O
dsgdb9nsd_002227	CC12CC1C=CC2
dsgdb9nsd_002229	CC12CC=CC1N2
dsgdb9nsd_002230	CC12CC=CC1O2
dsgdb9nsd_002231	OC12CC1C=CC2
dsgdb9nsd_002232	CC12CC1CC=C2
dsgdb9nsd_002234	CC12NC1CC=C2
dsgdb9nsd_002235	CC12OC1CC=C2
dsgdb9nsd_002236	OC12CC1CC=C2
dsgdb9nsd_002237	CC12CC1CCC2
dsgdb9nsd_002238	CC12CC1CCO2
dsgdb9nsd_002239	CC12CC1COC2
dsgdb9nsd_002240	CC12CC1OCC2
dsgdb9nsd_002241	CC12CC1OCO2
dsgdb9nsd_002242	CC12CCCC1O2
dsgdb9nsd_002243	CC12COCC1N2
dsgdb9nsd_002244	CC12COCC1O2
dsgdb9nsd_002245	OC12CC1CCC2
dsgdb9nsd_002246	OC12CC1COC2
dsgdb9nsd_002247	OC12CC1OCC2
dsgdb9nsd_002248	CC12CC1CC2=O
dsgdb9nsd_002261	CC12CC1CC2O
dsgdb9nsd_002262	CC12CN1CC2O
dsgdb9nsd_002263	CC12NC1CC2O
dsgdb9nsd_002264	CC12OC1CC2O
dsgdb9nsd_002265	CC1CC2CC12C
dsgdb9nsd_002266	CC1CC2CC12O
dsgdb9nsd_002267	CC1CC2OC12C
dsgdb9nsd_002268	CC1OC2CC12C
dsgdb9nsd_002269	CC1OC2CC12O
dsgdb9nsd_002270	OC1CC2CC12O
dsgdb9nsd_002271	C#CCC1CCC1
dsgdb9nsd_002272	C#CCC1CCO1
dsgdb9nsd_002273	C#CCC1COC1
dsgdb9nsd_002274	N#CCC1CCC1
dsgdb9nsd_002277	N#CCN1CCC1
dsgdb9nsd_002279	O=CCC1CCC1
dsgdb9nsd_002280	O=CCC1CCO1
dsgdb9nsd_002281	O=CCC1COC1
dsgdb9nsd_002282	O=CCN1CCC1
dsgdb9nsd_002283	O=CNC1CCC1
dsgdb9nsd_002285	O=COC1CCC1
dsgdb9nsd_002287	CC#CC1CCC1
dsgdb9nsd_002288	CC#CC1CCO1
dsgdb9nsd_002289	CC#CC1COC1
dsgdb9nsd_002290	CCN=C1CCO1
dsgdb9nsd_002291	CCCC1CCC1
dsgdb9nsd_002292	CCCC1CCO1
dsgdb9nsd_002293	CCCC1COC1
dsgdb9nsd_002294	CCOC1CCC1
dsgdb9nsd_002295	CCOC1COC1
dsgdb9nsd_002296	COCC1CCC1
dsgdb9nsd_002297	COCC1CCO1
dsgdb9nsd_002298	COCC1COC1
dsgdb9nsd_002299	OCCC1CCC1
dsgdb9nsd_002300	OCCC1CCO1
dsgdb9nsd_002301	OCCC1COC1
dsgdb9nsd_002302	CC#CC1CC1C
dsgdb9nsd_002303	CC#CC1CC1O
dsgdb9nsd_002304	CC#CC1CN1C
dsgdb9nsd_002305	CC#CC1NC1C
dsgdb9nsd_002306	CC#CC1OC1C
dsgdb9nsd_002307	CC1CC1CC#C
dsgdb9nsd_002308	CC1CC1CC#N
dsgdb9nsd_002309	CC1CN1CC#C
dsgdb9nsd_002310	CC1CN1CC#N
dsgdb9nsd_002311	CC1NC1CC#C
dsgdb9nsd_002312	CC1NC1CC#N
dsgdb9nsd_002313	CC1OC1CC#C
dsgdb9nsd_002315	CN1CC1CC#C
dsgdb9nsd_002316	CN1CC1CC#N
dsgdb9nsd_002317	OC1CC1CC#C
dsgdb9nsd_002319	CC1CC1CC=O
dsgdb9nsd_002320	CC1CC1NC=O
dsgdb9nsd_002321	CC1CC1OC=O
dsgdb9nsd_002322	CC1CN1CC=O
dsgdb9nsd_002323	CC1NC1CC=O
dsgdb9nsd_002324	CC1OC1CC=O
dsgdb9nsd_002325	CN1CC1CC=O
dsgdb9nsd_002326	OC1CC1CC=O
dsgdb9nsd_002330	CC1CC1CCO
dsgdb9nsd_002331	CC1CN1CCO
dsgdb9nsd_002332	CC1NC1CCO
dsgdb9nsd_002333	CC1OC1CCO
dsgdb9nsd_002334	CCCC1CC1C
dsgdb9nsd_002335	CCCC1CC1O
dsgdb9nsd_002336	CCCC1CN1C
dsgdb9nsd_002337	CCCC1OC1C
dsgdb9nsd_002338	CCCN1CC1C
dsgdb9nsd_002339	CCOC1CC1C
dsgdb9nsd_002340	CCOC1CC1O
dsgdb9nsd_002341	CN1CC1CCO
dsgdb9nsd_002342	COCC1CC1C
dsgdb9nsd_002343	COCC1CC1O
dsgdb9nsd_002344	COCC1CN1C
dsgdb9nsd_002345	COCC1NC1C
dsgdb9nsd_002346	COCC1OC1C
dsgdb9nsd_002347	OCCC1CC1O
dsgdb9nsd_002348	CC(=O)C1CCC1
dsgdb9nsd_002349	CC(=O)C1CCO1
dsgdb9nsd_002350	CC(=O)C1COC1
dsgdb9nsd_002351	CC(=O)N1CCC1
dsgdb9nsd_002352	NC(=O)C1CCC1
dsgdb9nsd_002355	NC(=O)N1CCC1
dsgdb9nsd_002358	CC(C)C1CCC1
dsgdb9nsd_002359	CC(C)C1CCO1
dsgdb9nsd_002360	CC(C)C1COC1
dsgdb9nsd_002361	CC(O)C1CCC1
dsgdb9nsd_002362	CC(O)C1CCO1
dsgdb9nsd_002363	CC(O)C1COC1
dsgdb9nsd_002364	CC(C)C1CC1C
dsgdb9nsd_002365	CC(C)C1CC1O
dsgdb9nsd_002366	CC(C)C1CN1C
dsgdb9nsd_002367	CC(C)C1OC1C
dsgdb9nsd_002368	CC(C)N1CC1C
dsgdb9nsd_002369	CC(O)C1CC1C
dsgdb9nsd_002370	CC(O)C1CC1O
dsgdb9nsd_002371	CC(O)C1CN1C
dsgdb9nsd_002372	CC(O)C1NC1C
dsgdb9nsd_002373	CC(O)C1OC1C
dsgdb9nsd_002374	CC(=O)C1CC1O
dsgdb9nsd_002375	CC1CC1C(C)=O
dsgdb9nsd_002376	CC1CC1C(N)=O
dsgdb9nsd_002377	CC1CN1C(C)=O
dsgdb9nsd_002378	CC1CN1C(N)=O
dsgdb9nsd_002379	CC1NC1C(C)=O
dsgdb9nsd_002380	CC1NC1C(N)=O
dsgdb9nsd_002381	CC1OC1C(C)=O
dsgdb9nsd_002383	CN1CC1C(C)=O
dsgdb9nsd_002384	CN1CC1C(N)=O
dsgdb9nsd_002387	C1CC2(C1)CCC2
dsgdb9nsd_002388	C1CC2(C1)CCO2
dsgdb9nsd_002389	C1CC2(C1)COC2
dsgdb9nsd_002390	C1CC2(COC2)O1
dsgdb9nsd_002391	C1OCC11COC1
dsgdb9nsd_002392	CC1CC11CCC1
dsgdb9nsd_002393	CC1CC11CCO1
dsgdb9nsd_002394	CC1CC11COC1
dsgdb9nsd_002395	CC1NC11COC1
dsgdb9nsd_002396	CC1OC11CCC1
dsgdb9nsd_002397	CC1OC11COC1
dsgdb9nsd_002398	CN1CC11COC1
dsgdb9nsd_002399	OC1CC11CCC1
dsgdb9nsd_002400	OC1CC11CCO1
dsgdb9nsd_002401	OC1CC11COC1
dsgdb9nsd_002402	CC1C2CC1C2=O
dsgdb9nsd_002409	CC1C2CC1C2C
dsgdb9nsd_002410	CC1C2CC1C2O
dsgdb9nsd_002411	CC1C2OC1C2C
dsgdb9nsd_002412	CC1C2OC1C2O
dsgdb9nsd_002413	CN1C2CC1C2O
dsgdb9nsd_002414	OC1C2CC1C2O
dsgdb9nsd_002417	CC12CC3C1CC23
dsgdb9nsd_002418	CC12CC3C1CN23
dsgdb9nsd_002419	CC12CC3C1OC23
dsgdb9nsd_002420	CC12CN3C1CC23
dsgdb9nsd_002421	CC12NC3C1NC23
dsgdb9nsd_002423	CC12OC3C1CC23
dsgdb9nsd_002426	OC12CC3C1CC23
dsgdb9nsd_002429	CC12CC3CC1C23
dsgdb9nsd_002430	CC12CC3CC1N23
dsgdb9nsd_002431	CC12CC3CN1C23
dsgdb9nsd_002432	CC12CC3OC1C23
dsgdb9nsd_002433	CC12CN3CC1C23
dsgdb9nsd_002434	CC12OC3CC1C23
dsgdb9nsd_002435	OC12CC3CC1C23
dsgdb9nsd_002438	C1C2CC1C=CC2
dsgdb9nsd_002440	C1C2CC=CC1O2
dsgdb9nsd_002441	C1C2CC1CCC2
dsgdb9nsd_002442	C1C2CC1COC2
dsgdb9nsd_002443	C1C2CC1OCC2
dsgdb9nsd_002444	C1C2CC1OCO2
dsgdb9nsd_002445	C1C2CCCC1O2
dsgdb9nsd_002446	C1C2CN1CCO2
dsgdb9nsd_002447	C1C2COCC1O2
dsgdb9nsd_002450	O=C1CC2CC2C1
dsgdb9nsd_002459	CC1=CC2CC2C1
dsgdb9nsd_002460	CC1=CC2NC2C1
dsgdb9nsd_002461	CC1=CC2OC2C1
dsgdb9nsd_002464	CC1CC2CC2C1
dsgdb9nsd_002465	CC1CC2CC2O1
dsgdb9nsd_002466	CC1CC2OC2C1
dsgdb9nsd_002467	CC1OC2CC2O1
dsgdb9nsd_002468	CN1CC2OC2C1
dsgdb9nsd_002469	OC1CC2CC2C1
dsgdb9nsd_002470	OC1CC2CN2C1
dsgdb9nsd_002471	OC1CC2NC2C1
dsgdb9nsd_002472	OC1CC2OC2C1
dsgdb9nsd_002474	O=C1CC2CC1C2
dsgdb9nsd_002479	CC1=CC2CC1C2
dsgdb9nsd_002480	CC1=CC2CC1O2
dsgdb9nsd_002481	CC1CC2CC1C2
dsgdb9nsd_002482	CC1CC2CC1O2
dsgdb9nsd_002483	CC1OC2CC1C2
dsgdb9nsd_002484	OC1CC2CC1C2
dsgdb9nsd_002485	OC1CC2CC1O2
dsgdb9nsd_002486	CC12CC3C(C1)C23
dsgdb9nsd_002487	CC12CC3C(C1)N23
dsgdb9nsd_002488	CC12CC3C(O1)C23
dsgdb9nsd_002489	CC12CC3C1N3C2
dsgdb9nsd_002490	OC12CC3C(C1)C23
dsgdb9nsd_002503	CCC(C#C)C#C
dsgdb9nsd_002513	CNC(C=O)=NC
dsgdb9nsd_002514	CCC(C=O)C#C
dsgdb9nsd_002522	CCC(C=O)C=O
dsgdb9nsd_002523	CCN(C=N)C=O
dsgdb9nsd_002528	CCC(CC)C#C
